# Segment 1
# Start time: 0.730 s
# End time: 0.925 s
# Duration: 0.195 s
# Peak amplitude: 3.2003
# RMS: 0.9882
#
Time (s),Signal
0.0,0.5853713093457086
0.001,-0.8876814584955618
0.002,-1.121808730389167
0.003,-0.34426682522067104
0.004,1.073619708686367
0.005,1.2798222471568352
0.006,-0.8006906081380255
0.007,0.800062013440041
0.008,1.3094758919264422
0.009,1.2854865460854763
0.01,0.3243780986616484
0.011,-1.1410151507528106
0.012,0.14210739611502124
0.013,0.35420093265967767
0.014,0.35757141509646706
0.015,-0.5351407740944585
0.016,-1.438365299582518
0.017,-1.2854854689403044
0.018,0.8736227276666886
0.019,0.9378117193501792
0.02,-1.0557703916713503
0.021,-0.7069601697792767
0.022,-0.33569867685649035
0.023,-0.2163339594917412
0.024,0.36404182545470726
0.025,-0.3382048602992577
0.026,-0.31983997129551794
0.027,-0.3466813568016437
0.028,-0.7927912641476759
0.029,2.3378027835391784
0.03,0.7326628329107612
0.031,-1.38230914068462
0.032,-0.6880144945227923
0.033,0.0798622672187698
0.034,0.614091317491609
0.035,-1.2099375648509665
0.036,0.45045142616275946
0.037,-0.29258401362271447
0.038,-0.03942969097289748
0.039,1.374643694499636
0.04,1.651547199092283
0.041,1.5785737465702885
0.042,-0.6429443335805299
0.043,0.7307045413129396
0.044,0.6698003047531902
0.045,-0.010682003005594964
0.046,-1.6595953155171583
0.047,-2.2251681249379405
0.048,-0.4103772327675134
0.049,-0.38661884068562574
0.05,-0.9331669809460682
0.051,-0.832412334931224
0.052,0.3585197966530946
0.053,0.09848386191187149
0.054,1.7031944026568322
0.055,-0.03676056921668942
0.056,-1.1218455562912075
0.057,1.5525231134448485
0.058,0.6887636039851297
0.059,1.567307820972195
0.06,1.4215704565149
0.061,-0.5410827162230001
0.062,-2.110656432999935
0.063,-1.0417164256610747
0.064,1.0446944981944315
0.065,-0.8427063171651046
0.066,-1.1827848394113565
0.067,0.09968534489881328
0.068,0.6272543341596861
0.069,0.7134256503704692
0.07,-0.34433979270651704
0.071,-0.6213722337574688
0.072,0.7637307340761583
0.073,1.0621849965533778
0.074,0.4126348406570075
0.075,1.023274851357698
0.076,-0.04998900478129398
0.077,-0.6684619209242437
0.078,0.4940791695220401
0.079,-0.6631761249554606
0.08,-0.378424533757734
0.081,-0.43790329390108507
0.082,-1.377253710657211
0.083,-0.39691497109901736
0.084,-0.1781945915415187
0.085,-0.8035801037677233
0.086,-1.6177621330367358
0.087,-0.18138898380255736
0.088,0.980300710566235
0.089,1.7855874132978113
0.09,0.8747981636165628
0.091,-0.824907469489976
0.092,1.2690580900503938
0.093,1.14385513056868
0.094,0.41120161071402134
0.095,0.025986737028266947
0.096,-1.380387856883436
0.097,0.35528621207389743
0.098,0.8335716877893892
0.099,-1.0932271249684922
0.1,-1.0565810102224107
0.101,-1.2119431926200313
0.102,-0.2616879155110786
0.103,1.4833118671008576
0.104,0.27504652383467765
0.105,-0.16378184755348307
0.106,0.20923650141780734
0.107,-0.3193142572894279
0.108,1.562857750378835
0.109,1.7474136997736103
0.11,-0.02708987462584385
0.111,-0.16278169153438432
0.112,-1.3938276146881174
0.113,-0.838744897064836
0.114,0.03569522736606842
0.115,0.5568888065154386
0.116,-0.7688747188966302
0.117,-2.7051271727022836
0.118,-0.7924493280886206
0.119,0.6109503633459425
0.12,1.278577186340721
0.121,-0.24895532258385433
0.122,0.7654537209121642
0.123,1.7863715567173644
0.124,1.1089797524132008
0.125,1.2282784699880698
0.126,-1.0121152855668678
0.127,-0.6572360394658434
0.128,-0.5738962100233401
0.129,0.30752076986327265
0.13,-0.08751951763215357
0.131,-0.8219024036372254
0.132,-0.6181465896648799
0.133,-1.034226152423901
0.134,-0.37228727537498607
0.135,-1.9107167263476788
0.136,0.7253809981602822
0.137,0.13963519761072424
0.138,0.7331797711415846
0.139,3.2002935177223035
0.14,-0.6501929316161823
0.141,-0.9050115484966542
0.142,-1.0685658206472428
0.143,0.8445323021211211
0.144,0.8156174052380767
0.145,0.9520348188188752
0.146,1.639539084839141
0.147,-2.146772482948803
0.148,0.5357469020546
0.149,0.10345099762097681
0.15,-1.3432375168396347
0.151,-1.087660481889518
0.152,-1.7013853000373784
0.153,2.2794559923937356
0.154,0.9999435259806234
0.155,0.4407504841023714
0.156,1.1501397980347328
0.157,-0.5456272506075376
0.158,0.13887127734508775
0.159,-0.5958632835601196
0.16,-0.15904685813407898
0.161,-0.30004230364295553
0.162,-0.07430462089693438
0.163,-0.041231401391259956
0.164,-1.0040429001053737
0.165,-0.1563859374330267
0.166,-0.15888841994586528
0.167,-0.04692515359415497
0.168,-0.7314101627179147
0.169,0.4857639789197378
0.17,-0.3418296640410346
0.171,-1.0545242900744327
0.172,1.38244199211141
0.173,0.46147422807886995
0.174,0.7873394854675484
0.175,-0.17190899946990698
0.176,-0.7934481731803869
0.177,0.9483154331173549
0.178,1.3805390012713894
0.179,1.3608512488288484
0.18,-0.0989092647977313
0.181,-1.7348775143406554
0.182,-1.058275973876631
0.183,0.3998291672261963
0.184,-0.4436742604537328
0.185,0.23608384663410453
0.186,-0.6421921012245643
0.187,-1.3263077556632876
0.188,0.4987493012713845
0.189,0.4665135401563036
0.19,0.4181272510417197
0.191,-0.5685634590400996
0.192,0.8560416652800437
0.193,1.0624755908861039
0.194,0.0988867178874919
