# Segment 4
# Start time: 3.985 s
# End time: 4.140 s
# Duration: 0.155 s
# Peak amplitude: 3.4832
# RMS: 1.1998
#
Time (s),Signal
0.0,-1.2506382488538577
0.001,0.11805800641862087
0.002,0.16852859125754416
0.003,1.1978192387414854
0.004,0.48672811885079903
0.005,-2.496684008635147
0.006,-1.982901483510847
0.007,-0.24244107873943502
0.008,-0.21336651982003563
0.009,-0.6232198761007273
0.01,0.34738645028797116
0.011,-0.3259392465173101
0.012,-1.3289928733242162
0.013,1.4779332797930407
0.014,1.0122277723227806
0.015,0.15917023898205265
0.016,0.4464182761012788
0.017,1.2729558658252518
0.018,1.7376918242181505
0.019,0.9703131617525919
0.02,0.2576896686228681
0.021,-1.5164057829488204
0.022,-1.070646846818759
0.023,0.6632981927735843
0.024,0.49753127513715867
0.025,-1.687080232693348
0.026,-0.21621042995958378
0.027,-0.36609760317306533
0.028,0.37611222635943387
0.029,1.7848156729157738
0.03,0.571886195331666
0.031,1.547286421684799
0.032,-0.9700566626071903
0.033,-0.36358277741009615
0.034,1.1202300388446997
0.035,0.2605808325458028
0.036,-0.2432702404228949
0.037,-0.5597635201523786
0.038,-1.1014821155192749
0.039,-1.655259811512716
0.04,-0.26372732266404214
0.041,-2.3029439310135436
0.042,-0.428110594752688
0.043,1.9519192122564535
0.044,-0.29884864257951793
0.045,2.4669223960351543
0.046,1.6743643534469577
0.047,-0.873238660064478
0.048,0.45215386721937423
0.049,-1.8729359626914468
0.05,-0.8865402660667632
0.051,0.11031428955501896
0.052,-0.19820911320061338
0.053,0.7446434476897534
0.054,-1.2195362436454338
0.055,-0.19659084737301338
0.056,-1.0814440211002365
0.057,-0.6377526315964128
0.058,1.1638928981948289
0.059,-1.3430988103447121
0.06,-0.7831594612003389
0.061,0.8079892863420957
0.062,1.8307472447726185
0.063,2.2794272585371296
0.064,1.7773886428554868
0.065,-0.33598716347629637
0.066,-2.2546952549845978
0.067,-0.80001101372889
0.068,0.6389517762907366
0.069,1.6736320344179185
0.07,-0.09903043810500545
0.071,-0.16532187786834301
0.072,0.35448288506903725
0.073,-1.288709085273126
0.074,0.6178478503588378
0.075,-0.8435792786635095
0.076,-1.2076802202004804
0.077,-0.7447325616389607
0.078,1.304937750949978
0.079,2.236357108313326
0.08,-2.093988102057563
0.081,0.7945059297229363
0.082,-0.6167538946940823
0.083,-1.2152036657488972
0.084,1.4507975010244918
0.085,-0.31380344759148515
0.086,-0.24518956015518856
0.087,0.049030921503029734
0.088,1.9244545633862438
0.089,0.3723265803697857
0.09,-1.471337874651692
0.091,-0.4764637460569229
0.092,1.229043661984935
0.093,0.07242523154838584
0.094,0.050162504189630974
0.095,-0.012729661761579152
0.096,-2.268747815494424
0.097,1.0095971782821267
0.098,-0.8771951342580067
0.099,0.7769061128026878
0.1,0.7801578622612332
0.101,-1.3556595055598246
0.102,1.8752953351244028
0.103,-1.5824485646622701
0.104,1.3877084765465577
0.105,-0.5777703544325026
0.106,-2.945632928618048
0.107,2.415168669547779
0.108,0.8114943956068815
0.109,-0.6180574087155268
0.11,-1.1652566372323714
0.111,-0.25616746191843853
0.112,0.9340138347604712
0.113,1.654720971030776
0.114,0.9001874847463427
0.115,1.2191256573138807
0.116,-0.5955304457138783
0.117,-1.4982787414690453
0.118,0.2999781047698828
0.119,-2.277501189981835
0.12,-0.6700556241623039
0.121,-2.031972046096848
0.122,-0.27061379596693996
0.123,1.7778057290992773
0.124,-0.8172124720818918
0.125,0.47139925830818696
0.126,-0.7898928864176497
0.127,1.9285956899193848
0.128,1.1490002113360862
0.129,-0.22000008239054553
0.13,1.5979147865121557
0.131,-0.8175605842076954
0.132,0.05593516256844702
0.133,-0.05824674418335753
0.134,0.7363812358397382
0.135,0.5732738941386075
0.136,-2.656610155123019
0.137,-0.5577350831072146
0.138,0.9090833929376859
0.139,-0.028027235989394217
0.14,0.5349060282040294
0.141,-0.6963182984745757
0.142,-0.2589154292866199
0.143,1.893610245831566
0.144,0.5036982469758537
0.145,0.14897625416909321
0.146,-0.06238555217143469
0.147,0.4241554751440857
0.148,-0.0190871566843112
0.149,0.755656326890339
0.15,0.90142078023712
0.151,-3.4831555567371573
0.152,0.07912659786083309
0.153,0.42976171991730133
0.154,-1.6901836393699923
