# Segment 3
# Start time: 3.865 s
# End time: 3.985 s
# Duration: 0.120 s
# Peak amplitude: 4.0401
# RMS: 1.4391
#
Time (s),Signal
0.0,-1.0784886896206538
0.001,0.3052672046098711
0.002,1.4702721904741032
0.003,-0.5973145901853901
0.004,0.31153790390652203
0.005,-2.212609536123229
0.006,-1.6253511308116768
0.007,-0.23469746316948642
0.008,-0.4450306160078548
0.009,-0.6749105206163755
0.01,-2.1795699766202765
0.011,-0.5588193844833619
0.012,0.19205947000323145
0.013,0.3347602331633531
0.014,0.6129381419685005
0.015,1.0596296821956845
0.016,-0.9183761222940023
0.017,0.01751258944620407
0.018,2.7281150806193555
0.019,0.9501515864070021
0.02,-1.018113289144966
0.021,1.2583223363736586
0.022,3.092113457882343
0.023,-0.38268775545008105
0.024,0.03628628489719066
0.025,-1.2732711335686446
0.026,-1.804033985715925
0.027,-1.0337239599829906
0.028,-0.6247470252576426
0.029,0.28549745715256675
0.03,-1.3641944256958165
0.031,0.7881597044589872
0.032,1.1691731925539708
0.033,1.7452900167527168
0.034,0.8436096162264597
0.035,-0.11937060061645474
0.036,0.18836596821876384
0.037,-0.7329787532855102
0.038,-0.10073288963651866
0.039,-0.4186539345657385
0.04,-2.454480936388195
0.041,-2.9714369640619536
0.042,0.48154683751796157
0.043,0.16239431569255053
0.044,1.0108930327853423
0.045,1.3497797845378594
0.046,-2.2598160118250448
0.047,-0.4413915759428038
0.048,4.040051464153796
0.049,3.214182348547378
0.05,0.2632908490089895
0.051,0.2655901758599558
0.052,0.01732712845035711
0.053,1.3730194423756363
0.054,-0.029089589644219038
0.055,-3.0923864236439114
0.056,-2.1126617429204413
0.057,-0.6176031348573433
0.058,-0.8250318725881944
0.059,-0.5176066891406479
0.06,-1.7400324696619707
0.061,-2.0635122189838704
0.062,1.5912469176184991
0.063,1.0384987560706778
0.064,1.3914342338097223
0.065,0.9839447200824464
0.066,0.9673440073999892
0.067,2.170384538766245
0.068,0.8255508978441743
0.069,0.15182441238798144
0.07,-2.0133867679571877
0.071,-1.0744297287886733
0.072,0.37101700320363795
0.073,2.339855887627754
0.074,0.1886826344393921
0.075,-2.2280809412974407
0.076,-0.8434108486056686
0.077,-1.4002150181952504
0.078,0.4353993129368009
0.079,1.0808126807193876
0.08,-0.4288277108851205
0.081,-0.8973742728796591
0.082,1.268440604056892
0.083,0.18474293936603609
0.084,-0.3144710014436669
0.085,-1.0922676242582503
0.086,-2.8579673737728277
0.087,-0.2158026875041134
0.088,2.525848024371821
0.089,2.4889907520903893
0.09,-0.9922148895101743
0.091,-0.693045943975705
0.092,-0.2438359289284769
0.093,0.33838038081867805
0.094,-0.24744744954412756
0.095,-0.5612982361169823
0.096,0.12374666800861495
0.097,-0.44116116475962797
0.098,0.9796683704830284
0.099,0.8315643264566833
0.1,0.9931850218559555
0.101,-1.581996084945274
0.102,0.20514439082265948
0.103,2.9925246207999354
0.104,1.627574362520201
0.105,0.408158632535765
0.106,-1.3585529785197206
0.107,-0.7551352139282984
0.108,1.0489177214674197
0.109,1.22245792297633
0.11,-3.696218078591055
0.111,-2.8097068877284817
0.112,1.3340026656388604
0.113,0.8541806321872321
0.114,-0.33674677339483683
0.115,-0.8860996775040293
0.116,-1.2821506942259377
0.117,-0.5552948487198159
0.118,3.0158585605532506
0.119,1.0889174835292552
